"","segment_id","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","baseMean","log2FoldChange","lfcSE","pvalue","padj","type","description","gene_members","gene_dist.to.feature","gene_feature.name","cgi_members","reg_members"
"649","chr2:158311278-158311364","ACVR1","chr2",158311278,158311364,87,"*",5.15507261483004e-05,5.15507261483004e-05,1.00766168877236e-08,1.23287506739827,0.755,1,-0.245,"U",-4.27618147096004e-05,"",3.8825,-434948,NA,NA,NA,NA,NA,NA,NA,"intron",144630,"NR_038850.1","",""
"650","chr10:113360161-113362108","TCF7L2","chr10",113360161,113362108,1948,"*",-5.15074070543961e-05,5.15074070543961e-05,1.14126864989235e-08,1.23121287757484,0,0.4,-0.4,"U",-1.67161271457951e-05,"",1.4025,409914,NA,NA,NA,NA,NA,NA,NA,"",58921,"XR_946329.2","","K4m3"
"651","chr11:89453682-89455121","NOX4","chr11",89453682,89455121,1440,"*",-5.15074070543961e-05,5.15074070543961e-05,1.14126864989235e-08,1.23121287757484,0,0.4,-0.4,"U",-1.67161271457951e-05,"",21.9275,134490,NA,NA,NA,NA,NA,NA,NA,"intron",35640,"NM_001291929.2","",""
"652","chr15:38759361-38761237","THBS1","chr15",38759361,38761237,1877,"*",-5.15074070543961e-05,5.15074070543961e-05,1.14126864989235e-08,1.23121287757484,0,0.4,-0.4,"U",-1.67161271457951e-05,"",1.9925,-819842,NA,NA,NA,NA,NA,NA,NA,"",-2078,"XR_429514.4","",""
"653","chr10:22200897-22202093","DNAJC1","chr10",22200897,22202093,1197,"*",-5.13906533557623e-05,5.13906533557623e-05,1.13604290185983e-08,1.22673294061803,0,0.43,-0.43,"U",-1.67161271457951e-05,"",2.8775,-197128,10483.251610692,-2.43383724295808,0.555157124805724,3.38250496754053e-07,3.56234375233982e-06,"protein_coding","DnaJ heat shock protein family (Hsp40) member C1 [Source:HGNC Symbol;Acc:HGNC:20090]","",8191,"NM_001199938.2","",""
"654","chr3:159283175-159283239","IL12A","chr3",159283175,159283239,65,"*",5.13631354218794e-05,5.13631354218794e-05,9.97425999973492e-09,1.22567705450548,0.455,1,-0.545,"U",-4.27618147095982e-05,"",2.9175,-705596,94.5171442906356,-2.02382095214537,0.671338739600253,7.80752811521253e-05,0.000479389242311482,"protein_coding","interleukin 12A [Source:HGNC Symbol;Acc:HGNC:5969]","prom,intron",531,"NR_037483.1","",""
"655","chr6:4181090-4182473","ECI2","chr6",4181090,4182473,1384,"*",-5.12894766483462e-05,5.12894766483462e-05,1.1315232017403e-08,1.22285070582783,0,0.46,-0.46,"U",-1.67161271457945e-05,"",3.1525,-45493,NA,NA,NA,NA,NA,NA,NA,"",7557,"NR_125874.1","",""
"656","chr1:2809839-2809913","PEX10","chr1",2809839,2809913,75,"*",5.12771064073992e-05,5.12771064073992e-05,8.99697060731056e-09,1.22237604934815,0.67,0,0.67,"M",4.27618147095861e-05,"",4.0975,-396042,NA,NA,NA,NA,NA,NA,NA,"",-4145,"XR_007065386.1","",""
"657","chrX:155606085-155607945","H2AB3","chrX",155606085,155607945,1861,"*",5.11138626197579e-05,5.11138626197579e-05,8.91250288572962e-09,1.21611224883665,0.635,0,0.635,"M",4.27618147096077e-05,"",2.4025,-146080,NA,NA,NA,NA,NA,NA,NA,"intron",-4641,"NM_001304990.2","",""
"658","chr4:138796629-138796693","SLC7A11","chr4",138796629,138796693,65,"*",5.11138626196818e-05,5.11138626196818e-05,8.91250288570087e-09,1.21611224883372,0.365,1,-0.635,"U",-4.2761814709572e-05,"",1.95,-483971,NA,NA,NA,NA,NA,NA,NA,"",215954,"NR_133945.1","",""
"659","chr8:128343779-128343803","MYC","chr8",128343779,128343803,25,"*",5.11138626196818e-05,5.11138626196818e-05,8.91250288570087e-09,1.21611224883372,0.365,1,-0.635,"U",-4.2761814709572e-05,"",5.6375,608345,18530.1412284101,0.895400482084978,0.157124185919865,2.40442522949727e-09,3.73211432546143e-08,"protein_coding","MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]","",192857,"XR_007061107.1","",""
"660","chr11:102167970-102169589","BIRC3","chr11",102167970,102169589,1620,"*",-5.09354308233237e-05,5.09354308233237e-05,1.11577212478251e-08,1.20926567173915,0,0.305,-0.305,"U",-1.6716127145799e-05,"",18.94,-147895,9513.68644535085,3.25925024703539,0.857813958878462,5.93812255327202e-06,4.82055548623229e-05,"protein_coding","baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]","intron",55524,"NM_001195045.2","","enhD"
"661","chr4:107145491-107147469","DKK2","chr4",107145491,107147469,1979,"*",-5.09354308233237e-05,5.09354308233237e-05,1.11577212478251e-08,1.20926567173915,0,0.305,-0.305,"U",-1.6716127145799e-05,"",18.7825,136337,NA,NA,NA,NA,NA,NA,NA,"",-109179,"NM_014421.3","",""
"662","chr9:79191669-79193466","PSAT1","chr9",79191669,79193466,1798,"*",-5.09354308233237e-05,5.09354308233237e-05,1.11577212478251e-08,1.20926567173915,0,0.305,-0.305,"U",-1.6716127145799e-05,"",3.38,894544,NA,NA,NA,NA,NA,NA,NA,"",-7741,"XR_007061599.1","","enhD"
"663","chr7:157390100-157390283","DNAJB6","chr7",157390100,157390283,184,"*",5.0932718374337e-05,5.0932718374337e-05,8.81902779660583e-09,1.20916159280545,0.75,0.95,-0.2,"U",-4.2761814709676e-05,"",25.7675,54719,2225.5376354434,0.561193509138916,0.139784693748805,2.86732362871763e-05,0.000197580168205981,"protein_coding","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]","intron",52548,"XM_047419698.1","","enhD"
"664","chr7:157655873-157656027","DNAJB6","chr7",157655873,157656027,155,"*",5.09327183741844e-05,5.09327183741844e-05,8.819027796549e-09,1.2091615927996,0.35,0,0.35,"M",4.27618147095982e-05,"",7.79,320492,2225.5376354434,0.561193509138916,0.139784693748805,2.86732362871763e-05,0.000197580168205981,"protein_coding","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]","intron",41936,"XR_928275.2","CpGi,shores","enhD"
"665","chr4:89518265-89518585","SNCA","chr4",89518265,89518585,321,"*",5.09327183741684e-05,5.09327183741684e-05,8.81902779654388e-09,1.20916159279898,0.22,0.62,-0.4,"U",-4.27618147095791e-05,"",3.275,319730,248.347827063666,3.70909835825163,1.52334372660797,0.000358334565391044,0.0018325780173857,"protein_coding","synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]","",-32707,"XR_938980.2","",""
"666","chr1:247263991-247265577","NLRP3","chr1",247263991,247265577,1587,"*",-5.08388926849369e-05,5.08388926849369e-05,1.11149470112968e-08,1.20556142271783,0,0.335,-0.335,"U",-1.67161271457906e-05,"",3.995,-66754,NA,NA,NA,NA,NA,NA,NA,"",-7858,"XR_949366.3","",""
"667","chr10:22113819-22114898","DNAJC1","chr10",22113819,22114898,1080,"*",-5.08388926849369e-05,5.08388926849369e-05,1.11149470112968e-08,1.20556142271783,0,0.335,-0.335,"U",-1.67161271457906e-05,"",3.42,-110050,10483.251610692,-2.43383724295808,0.555157124805724,3.38250496754053e-07,3.56234375233982e-06,"protein_coding","DnaJ heat shock protein family (Hsp40) member C1 [Source:HGNC Symbol;Acc:HGNC:20090]","",95386,"NM_001199938.2","",""
"668","chr12:14017117-14018777","GRIN2B","chr12",14017117,14018777,1661,"*",-5.08388926849369e-05,5.08388926849369e-05,1.11149470112968e-08,1.20556142271783,0,0.335,-0.335,"U",-1.67161271457906e-05,"",2.6025,-35115,79.0083040183848,-4.53150908846588,1.35645028609324,3.18383184404614e-05,0.00021725592289076,"protein_coding","glutamate ionotropic receptor NMDA type subunit 2B [Source:HGNC Symbol;Acc:HGNC:4586]","",-34984,"NM_001413993.1","",""
"669","chr3:171699985-171701822","PLD1","chr3",171699985,171701822,1838,"*",-5.08388926849369e-05,5.08388926849369e-05,1.11149470112968e-08,1.20556142271783,0,0.335,-0.335,"U",-1.67161271457906e-05,"",22.7825,109128,5.95368200880155,-1.95711304019932,1.6442979853344,0.012958864330166,0.0376868408356153,"protein_coding","phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]","intron",-3494,"XM_011512899.3","",""
"670","chr7:96561642-96562482","SEM1","chr7",96561642,96562482,841,"*",-5.08388926849369e-05,5.08388926849369e-05,1.11149470112968e-08,1.20556142271783,0,0.335,-0.335,"U",-1.67161271457906e-05,"",14.59,147398,NA,NA,NA,NA,NA,NA,NA,"intron",-2041,"XR_001745289.2","",""
"671","chr7:6356182-6356235","RAC1","chr7",6356182,6356235,54,"*",5.08104350362124e-05,5.08104350362124e-05,9.67428661890924e-09,1.20446947896173,0.39,0.8,-0.41,"U",-4.27618147096004e-05,"",10.485,-18292,6114.11612685682,0.664563002575235,0.164109594797098,1.92746836151785e-05,0.000138629269852404,"protein_coding","Rac family small GTPase 1 [Source:HGNC Symbol;Acc:HGNC:9801]","",-7216,"NM_001037163.2","",""
"672","chr7:80978839-80978890","HGF","chr7",80978839,80978890,52,"*",5.08104350361496e-05,5.08104350361496e-05,9.67428661888491e-09,1.20446947895932,0.795,1,-0.205,"U",-4.27618147095615e-05,"",2.935,791548,18419.0663243497,9.40634583871077,1.11317900054554,1.01625069717631e-19,5.7880005053832e-18,"protein_coding","hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]","",-56451,"NM_001350120.2","",""
"673","chr2:8992749-8992872","MBOAT2","chr2",8992749,8992872,124,"*",-5.07584507867572e-05,5.07584507867572e-05,1.10793618075174e-08,1.20247479988063,0,0.365,-0.365,"U",-1.67161271457873e-05,"",20.61,10837,246.864353855819,-3.59562560050218,0.291654092960284,1.26055745378546e-35,2.66589363866011e-33,"protein_coding","membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]","intron",10813,"NM_001321267.2","",""
"674","chr2:38172460-38174312","CYP1B1","chr2",38172460,38174312,1853,"*",-5.06903892376593e-05,5.06903892376593e-05,1.10492938499975e-08,1.19986322138069,0.04,0.435,-0.395,"U",-1.67161271457913e-05,"",3.115,-62558,NA,NA,NA,NA,NA,NA,NA,"prom,intron",-68,"XR_001739413.2","","enhD"
"675","chr18:41911087-41912273","PIK3C3","chr18",41911087,41912273,1187,"*",5.06825444354697e-05,5.06825444354697e-05,9.60521564660760e-09,1.19956220976684,0.285,0.75,-0.465,"U",-4.27618147096112e-05,"",2.975,-42961,NA,NA,NA,NA,NA,NA,NA,"",-2825,"XR_935411.2","",""
"676","chr12:7081166-7081255","LPCAT3","chr12",7081166,7081255,90,"*",5.06578646041158e-05,5.06578646041158e-05,8.67770852336428e-09,1.19861522401938,0.585,1,-0.415,"U",-4.27618147096077e-05,"",3.925,-62689,416.546875217116,-0.469251017199873,0.145842813485169,0.000752870991919548,0.00346492627092745,"protein_coding","lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]","exon",10639,"NM_001354346.2","",""
"677","chr3:87052003-87052118","CHMP2B","chr3",87052003,87052118,116,"*",-5.06320541890535e-05,5.06320541890535e-05,1.10235523956617e-08,1.19762485683049,0.29,0.715,-0.425,"U",-1.67161271458011e-05,"",2.565,-175153,NA,NA,NA,NA,NA,NA,NA,"",-37162,"NR_047469.1","shores",""
"678","chr11:11085303-11087290","CSNK2A3","chr11",11085303,11087290,1988,"*",-5.06320541890346e-05,5.06320541890346e-05,1.10235523956535e-08,1.19762485682977,0,0.425,-0.425,"U",-1.67161271457951e-05,"",2.07,265960,NA,NA,NA,NA,NA,NA,NA,"",-28095,"NR_187401.1","",""
"679","chr8:18319895-18321892","NAT1","chr8",18319895,18321892,1998,"*",-5.06320541890346e-05,5.06320541890346e-05,1.10235523956535e-08,1.19762485682977,0,0.425,-0.425,"U",-1.67161271457951e-05,"",2.2625,149418,157.990597267563,-0.739366669840097,0.229971962744859,0.000393235290447332,0.00198948696989378,"protein_coding","N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7645]","",-64409,"XM_017012938.2","","enhD"
"680","chr21:31575128-31575264","SOD1","chr21",31575128,31575264,137,"*",5.05821491591231e-05,5.05821491591231e-05,9.55108393519353e-09,1.19570995913961,0.74,1,-0.26,"U",-4.27618147096028e-05,"",2.55,-84402,NA,NA,NA,NA,NA,NA,NA,"",15897,"NR_171013.1","",""
"681","chr6:19854591-19854615","ID4","chr6",19854591,19854615,25,"*",5.0582149159077e-05,5.0582149159077e-05,9.55108393517466e-09,1.19570995913784,0.69,0.95,-0.26,"U",-4.27618147096124e-05,"",32.6975,17221,1.14467416788573,-2.39096239352843,1.5693902159438,0.00465782612241097,0.0161993222409655,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]","",17223,"NM_001546.4","",""
"682","chr2:161530273-161531780","DPP4","chr2",161530273,161531780,1508,"*",-5.04982387179822e-05,5.04982387179822e-05,1.09646068787775e-08,1.19249024541125,0,0.515,-0.515,"U",-1.67161271457951e-05,"",3.3075,542614,31.6060381964896,3.33406528965235,0.743897350030014,4.13019881812439e-07,4.27004954733622e-06,"protein_coding","dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]","",-22372,"NR_077058.1","",""
"683","chr4:110713117-110715097","PITX2","chr4",110713117,110715097,1981,"*",-5.04982387179822e-05,5.04982387179822e-05,1.09646068787775e-08,1.19249024541125,0,0.515,-0.515,"U",-1.67161271457951e-05,"",2.115,-70994,NA,NA,NA,NA,NA,NA,NA,"",66046,"XR_007058474.1","",""
"684","chr12:16490818-16491342","MGST1","chr12",16490818,16491342,525,"*",5.04046810018197e-05,5.04046810018197e-05,8.54807796646295e-09,1.18890035768062,0.295,0.08,0.215,"M",4.27618147095929e-05,"",9.37,143676,1230.42603731547,11.7649094203156,0.69041950996221,1.00350423641347e-70,1.31194494762382e-67,"protein_coding","microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]","intron",107538,"XM_047429154.1","",""
"685","chr8:141022525-141022578","PTK2","chr8",141022525,141022578,54,"*",5.02467021682344e-05,5.02467021682344e-05,8.46745821848342e-09,1.18283857785478,0.165,0,0.165,"M",4.27618147095861e-05,"",9.4925,-20309,26.618112082156,-2.03210631742298,0.860717077040429,0.000599397257418459,0.00284909335942319,"protein_coding","protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]","prom",-967,"XR_007061120.1","","enhD"
"686","chr1:2876072-2876294","PEX10","chr1",2876072,2876294,223,"*",5.01260317772824e-05,5.01260317772824e-05,8.40601533417247e-09,1.17820835414158,0.56,0,0.56,"M",4.27618147095929e-05,"",4.09,-462275,NA,NA,NA,NA,NA,NA,NA,"",-59267,"XR_007065392.1","","K4m3"
"687","chr1:59101206-59103071","JUN","chr1",59101206,59103071,1866,"*",-4.98739907979072e-05,4.98739907979072e-05,1.06915244208754e-08,1.16853733119889,0.09,0.42,-0.33,"U",-1.67161271457945e-05,"",3.245,-317159,3684.57210839147,-2.25762439580445,0.314049121941417,1.96456339222546e-14,6.14182307469442e-13,"protein_coding","Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]","",43737,"NR_027120.1","","enhD"
"688","chr7:16944032-16945496","AHR","chr7",16944032,16945496,1465,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0.09,0.51,-0.42,"U",-1.67161271457967e-05,"",27.46,-186694,NA,NA,NA,NA,NA,NA,NA,"",26260,"XR_007060229.1","",""
"689","chr1:94359766-94361530","ABCD3","chr1",94359766,94361530,1765,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",2.0325,-56859,NA,NA,NA,NA,NA,NA,NA,"",-23601,"XM_047426556.1","",""
"690","chr10:104152488-104154338","GSTO1","chr10",104152488,104154338,1851,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.6,-0.6,"U",-1.67161271457967e-05,"",2.155,-81018,NA,NA,NA,NA,NA,NA,NA,"exon,intron",30073,"XM_005269521.4","",""
"691","chr12:13373895-13375829","GRIN2B","chr12",13373895,13375829,1935,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.6,-0.6,"U",-1.67161271457967e-05,"",1.6475,606173,79.0083040183848,-4.53150908846588,1.35645028609324,3.18383184404614e-05,0.00021725592289076,"protein_coding","glutamate ionotropic receptor NMDA type subunit 2B [Source:HGNC Symbol;Acc:HGNC:4586]","prom,intron",917,"NR_036555.1","","enhP"
"692","chr14:54809030-54809520","GCH1","chr14",54809030,54809520,491,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",2.42,93306,617.072296290775,0.826547367285533,0.213324284027675,2.55556868139503e-05,0.000178130008441378,"protein_coding","GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]","",54199,"NM_001161577.2","",""
"693","chr18:42771878-42773477","PIK3C3","chr18",42771878,42773477,1600,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",3.125,816644,NA,NA,NA,NA,NA,NA,NA,"intron",-120744,"XR_007066454.1","",""
"694","chr2:161668123-161670070","DPP4","chr2",161668123,161670070,1948,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",2.385,404324,31.6060381964896,3.33406528965235,0.743897350030014,4.13019881812439e-07,4.27004954733622e-06,"protein_coding","dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]","intron",-38695,"XM_011511513.3","",""
"695","chr2:175886553-175887981","ATP5MC3","chr2",175886553,175887981,1429,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.6,-0.6,"U",-1.67161271457967e-05,"",1.655,-704843,5749.66762782367,-0.857281464334653,0.207745197535561,8.09338534387966e-06,6.36363994698378e-05,"protein_coding","ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]","",-47516,"XR_007087312.1","",""
"696","chr2:8449360-8450248","ID2","chr2",8449360,8450248,889,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",2.6425,-228597,1450.11944150164,-2.11540480979878,0.2917842443348,1.30317712600894e-14,4.14165530367613e-13,"protein_coding","inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]","",-120942,"NR_152741.1","",""
"697","chr21:33141355-33141417","IFNAR2","chr21",33141355,33141417,63,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",3.6725,-63865,NA,NA,NA,NA,NA,NA,NA,"",-17656,"NR_109961.1","",""
"698","chr3:29661991-29663739","TGFBR2","chr3",29661991,29663739,1749,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",3.195,-942862,831.707511684421,-1.31099057458992,0.869229563886566,0.0117945412814665,0.0348683930863952,"protein_coding","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]","intron",-19176,"NR_046557.1","",""
"699","chr3:30870326-30872252","TGFBR2","chr3",30870326,30872252,1927,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",1.875,263725,831.707511684421,-1.31099057458992,0.869229563886566,0.0117945412814665,0.0348683930863952,"protein_coding","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]","intron",3465,"XM_017006297.2","",""
"700","chr3:55006521-55008416","WNT5A","chr3",55006521,55008416,1896,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",1.725,496845,128.759508048426,1.99835004132494,1.05726929909362,0.00226345506807916,0.00885975703158584,"protein_coding","Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]","exon,intron",-39420,"NM_001304389.2","",""
"701","chr3:55328421-55330420","WNT5A","chr3",55328421,55330420,2000,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",2.4625,174841,128.759508048426,1.99835004132494,1.05726929909362,0.00226345506807916,0.00885975703158584,"protein_coding","Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]","exon,intron",20534,"XR_007095917.1","","enhD"
"702","chr3:87146062-87147438","CHMP2B","chr3",87146062,87147438,1377,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.6,-0.6,"U",-1.67161271457967e-05,"",1.7925,-79833,NA,NA,NA,NA,NA,NA,NA,"intron",56784,"NR_104153.1","",""
"703","chr4:107097450-107098602","DKK2","chr4",107097450,107098602,1153,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",20.2025,185204,NA,NA,NA,NA,NA,NA,NA,"",-61138,"NM_014421.3","",""
"704","chr4:107199731-107201521","DKK2","chr4",107199731,107201521,1791,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",14.4825,82285,NA,NA,NA,NA,NA,NA,NA,"",-57053,"NR_188365.1","",""
"705","chr4:111217752-111219690","PITX2","chr4",111217752,111219690,1939,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",2.02,-575629,NA,NA,NA,NA,NA,NA,NA,"",-207295,"XR_001741518.2","",""
"706","chr4:9453114-9453520","DRD5","chr4",9453114,9453520,407,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",1.5175,-328114,NA,NA,NA,NA,NA,NA,NA,"",8702,"NM_001040448.3","",""
"707","chr5:159690685-159691709","IL12B","chr5",159690685,159691709,1025,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.6,-0.6,"U",-1.67161271457967e-05,"",2.2175,-359822,NA,NA,NA,NA,NA,NA,NA,"",13640,"XR_941144.3","",""
"708","chr5:33766219-33768095","AMACR","chr5",33766219,33768095,1877,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",2.74,240009,52.4727576018736,-1.09314089704275,0.312406931371153,5.43098125037962e-05,0.000348985439507191,"protein_coding","alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]","intron",-14734,"XM_017009906.1","","CTCF"
"709","chr6:55807147-55809015","HMGCLL1","chr6",55807147,55809015,1869,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",1.6075,-227950,NA,NA,NA,NA,NA,NA,NA,"intron",66576,"NM_021073.4","",""
"710","chr6:91409062-91410395","MAP3K7","chr6",91409062,91410395,1334,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",1.515,-821976,NA,NA,NA,NA,NA,NA,NA,"",51280,"XR_001744260.1","",""
"711","chr7:41300354-41300370","INHBA","chr7",41300354,41300370,17,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.6,-0.6,"U",-1.67161271457967e-05,"",3.595,405464,NA,NA,NA,NA,NA,NA,NA,"",-31736,"XR_927198.2","",""
"712","chr8:18146591-18148300","NAT1","chr8",18146591,18148300,1710,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",5.4925,-22177,157.990597267563,-0.739366669840097,0.229971962744859,0.000393235290447332,0.00198948696989378,"protein_coding","N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7645]","",-22167,"NM_001160179.3","","K4m3"
"713","chrX:108871845-108873651","IRS4","chrX",108871845,108873651,1807,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",2.295,-135282,NA,NA,NA,NA,NA,NA,NA,"",-135283,"NM_001379150.1","",""
"714","chrX:108897662-108899537","IRS4","chrX",108897662,108899537,1876,"*",-4.98739907979069e-05,4.98739907979069e-05,1.06915244208755e-08,1.16853733119888,0,0.3,-0.3,"U",-1.67161271457967e-05,"",2.0325,-161099,NA,NA,NA,NA,NA,NA,NA,"",-161100,"NM_001379150.1","",""
"715","chr15:33287567-33287858","RYR3","chr15",33287567,33287858,292,"*",-4.98739907979066e-05,4.98739907979066e-05,1.06915244208757e-08,1.16853733119886,0,0.45,-0.45,"U",-1.6716127145799e-05,"",3.5425,-23104,NA,NA,NA,NA,NA,NA,NA,"",22388,"NR_120326.1","",""
"716","chr17:56138047-56139862","NOG","chr17",56138047,56139862,1816,"*",-4.98739907979066e-05,4.98739907979066e-05,1.06915244208757e-08,1.16853733119886,0,0.45,-0.45,"U",-1.6716127145799e-05,"",0.9975,-453837,54.5324233221134,-7.68750366334142,1.05031156876356,6.78341419105433e-15,2.21961955589425e-13,"protein_coding","noggin [Source:HGNC Symbol;Acc:HGNC:7866]","intron",-13613,"NM_153228.3","",""
"717","chr3:130604843-130606317","PIK3R4","chr3",130604843,130606317,1475,"*",-4.98739907979066e-05,4.98739907979066e-05,1.06915244208757e-08,1.16853733119886,0,0.45,-0.45,"U",-1.6716127145799e-05,"",3.4475,140512,NA,NA,NA,NA,NA,NA,NA,"intron",56174,"XM_047447446.1","",""
"718","chr3:159354642-159356538","IL12A","chr3",159354642,159356538,1897,"*",-4.98739907979066e-05,4.98739907979066e-05,1.06915244208757e-08,1.16853733119886,0,0.45,-0.45,"U",-1.6716127145799e-05,"",4.19,-632297,94.5171442906356,-2.02382095214537,0.671338739600253,7.80752811521253e-05,0.000479389242311482,"protein_coding","interleukin 12A [Source:HGNC Symbol;Acc:HGNC:5969]","intron",71998,"NR_037483.1","",""
"719","chr4:137702278-137703125","SLC7A11","chr4",137702278,137703125,848,"*",-4.98739907979066e-05,4.98739907979066e-05,1.06915244208757e-08,1.16853733119886,0,0.45,-0.45,"U",-1.6716127145799e-05,"",3.445,609533,NA,NA,NA,NA,NA,NA,NA,"",-1414,"NR_187911.1","",""
"720","chr4:99995867-99997794","H2AZ1","chr4",99995867,99997794,1928,"*",-4.98739907979066e-05,4.98739907979066e-05,1.06915244208757e-08,1.16853733119886,0,0.45,-0.45,"U",-1.6716127145799e-05,"",3.3375,-45512,18244.7323341382,-0.884631069833353,0.302437769206591,0.000691599534083441,0.00321717383136146,"protein_coding","H2A.Z variant histone 1 [Source:HGNC Symbol;Acc:HGNC:4741]","intron",45375,"NR_125923.1","","enhD"
