"","segment_id","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","avg_depth","dist_to_TSS","baseMean","log2FoldChange","lfcSE","pvalue","padj","type","description","gene_members","gene_dist.to.feature","gene_feature.name","cgi_members","reg_members"
"1473","chrX:121202414-121204234","CT47A6","chrX",121202414,121204234,1821,"*",-5.79777133098171e-06,0.000704306186958741,5.14318664180983e-07,2.26786274923081,0.0525,0.8675,-0.815,"U",-0.000608039347751783,2.41125,-240927,NA,NA,NA,NA,NA,NA,NA,"",154806,"NM_012084.4","","enhP"
"1474","chr4:156106634-156108590","GUCY1B1","chr4",156106634,156108590,1957,"*",7.30433497911473e-05,0.000704269837463116,5.01248543973785e-07,2.26770903853104,0.125,0.9225,-0.7975,"U",-0.000612538377621123,1.8375,347642,624.433183780207,-0.451191254319782,0.207085825738792,0.010838858078626,0.0425533129838529,"protein_coding","guanylate cyclase 1 soluble subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4687]","",35285,"XR_939391.2","",""
"1475","chr4:156106634-156108590","PDGFC","chr4",156106634,156108590,1957,"*",7.30433497911473e-05,0.000704269837463116,5.01248543973785e-07,2.26770903853104,0.125,0.9225,-0.7975,"U",-0.000612538377621123,1.8375,863209,692.764314211428,-6.84383049022983,0.715005416210659,7.48582024175493e-23,9.66933850815654e-21,"protein_coding","platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]","",35285,"XR_939391.2","",""
"1476","chr2:220188448-220190370","SLC4A3","chr2",220188448,220190370,1923,"*",-3.76459514438631e-06,0.000704192073535136,5.1015821312218e-07,2.26738019909103,0,0.8375,-0.8375,"U",-0.000612860629444158,2.89625,561054,NA,NA,NA,NA,NA,NA,NA,"intron",120738,"XR_923931.3","",""
"1477","chr7:104002616-104004477","RELN","chr7",104002616,104004477,1862,"*",9.22461938842418e-06,0.000704141068822367,5.0751066598005e-07,2.26716451604079,0.9175,0.25,0.6675,"M",0.000612973174110624,4.61,-12958,6057.7129195308,5.92560646365854,0.939581016054738,1.80918463822033e-11,6.06047891402987e-10,"protein_coding","reelin [Source:HGNC Symbol;Acc:HGNC:9957]","",-12959,"NM_173054.3","",""
"1478","chr7:104002616-104004477","ORC5","chr7",104002616,104004477,1862,"*",9.22461938842418e-06,0.000704141068822367,5.0751066598005e-07,2.26716451604079,0.9175,0.25,0.6675,"M",0.000612973174110624,4.61,203570,NA,NA,NA,NA,NA,NA,NA,"",-12959,"NM_173054.3","",""
"1479","chr21:29253176-29255109","GRIK1","chr21",29253176,29255109,1934,"*",1.08366030251665e-06,0.000704035078506336,4.99172335680588e-07,2.26671631599385,0.0175,0.885,-0.8675,"U",-0.000617713018436296,21.4075,684924,NA,NA,NA,NA,NA,NA,NA,"intron",32972,"XR_007067841.1","",""
"1480","chr21:29253176-29255109","BACH1","chr21",29253176,29255109,1934,"*",1.08366030251665e-06,0.000704035078506336,4.99172335680588e-07,2.26671631599385,0.0175,0.885,-0.8675,"U",-0.000617713018436296,21.4075,59029,1297.04015006964,-1.40528330315806,0.232976159250488,3.77461451018082e-11,1.20281827660463e-09,"protein_coding","BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]","intron",32972,"XR_007067841.1","",""
"1481","chr4:176519450-176521407","VEGFC","chr4",176519450,176521407,1958,"*",5.82255980587956e-06,0.000704016153631607,5.05000576698728e-07,2.26663628859078,0.015,0.8575,-0.8425,"U",-0.000611374980702121,2.2175,271515,269.309562407934,-11.0639940380714,0.948465471975786,9.09449665538002e-36,3.20739394403447e-33,"protein_coding","vascular endothelial growth factor C [Source:HGNC Symbol;Acc:HGNC:12682]","exon,intron",76365,"XR_007058376.1","",""
"1482","chr4:176519450-176521407","SPCS3","chr4",176519450,176521407,1958,"*",5.82255980587956e-06,0.000704016153631607,5.05000576698728e-07,2.26663628859078,0.015,0.8575,-0.8425,"U",-0.000611374980702121,2.2175,199484,NA,NA,NA,NA,NA,NA,NA,"exon,intron",76365,"XR_007058376.1","",""
"1483","chr14:53780541-53782538","LOC124903317","chr14",53780541,53782538,1998,"*",7.93096342134327e-05,0.00070401222392623,4.98284038387493e-07,2.26661967109024,0.04,0.855,-0.815,"U",-0.000615679564387801,2.27875,-172133,NA,NA,NA,NA,NA,NA,NA,"intron",68289,"NR_184219.1","",""
"1484","chr14:53780541-53782538","DDHD1","chr14",53780541,53782538,1998,"*",7.93096342134327e-05,0.00070401222392623,4.98284038387493e-07,2.26661967109024,0.04,0.855,-0.815,"U",-0.000615679564387801,2.27875,-627218,NA,NA,NA,NA,NA,NA,NA,"intron",68289,"NR_184219.1","",""
"1485","chr2:33347150-33347322","LTBP1","chr2",33347150,33347322,173,"*",5.52570284242399e-05,0.000703158919969943,5.28608075957894e-07,2.26301131433101,0.3275,0.95,-0.6225,"U",-0.000605048983201546,20.795,400197,2615.38000313489,-5.58194152363727,0.67405151822762,9.16276019787433e-18,6.93013776122601e-16,"protein_coding","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]","intron",-71194,"NR_039628.1","",""
"1486","chr2:33347150-33347322","RASGRP3","chr2",33347150,33347322,173,"*",5.52570284242399e-05,0.000703158919969943,5.28608075957894e-07,2.26301131433101,0.3275,0.95,-0.6225,"U",-0.000605048983201546,20.795,-89002,55.6453822584005,-4.52285801811668,1.10774148443078,2.03698088212444e-06,2.7859152909857e-05,"protein_coding","RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]","intron",-71194,"NR_039628.1","",""
"1487","chr2:84689988-84691895","TRABD2A","chr2",84689988,84691895,1908,"*",8.9485925424101e-05,0.000702862439032504,5.03783838621034e-07,2.26175758875444,0.045,0.6025,-0.5575,"U",-0.000609842532269126,3.07875,190080,129.862831635607,-6.0471793044339,0.864925823398906,1.84776474996644e-13,8.38116184565704e-12,"protein_coding","TraB domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27013]","intron",132143,"XM_047443590.1","","CTCF"
"1488","chr2:84689988-84691895","DNAH6","chr2",84689988,84691895,1908,"*",8.9485925424101e-05,0.000702862439032504,5.03783838621034e-07,2.26175758875444,0.045,0.6025,-0.5575,"U",-0.000609842532269126,3.07875,173533,49.0228724524817,-5.51709488653246,0.723083603318931,1.69218339617648e-15,1.02142793152283e-13,"protein_coding","dynein axonemal heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:2951]","intron",132143,"XM_047443590.1","","CTCF"
"1489","chr16:82826418-82828340","HSBP1","chr16",82826418,82828340,1923,"*",6.38558017407893e-05,0.000702592702314946,4.98537417446904e-07,2.26061695615706,0.0325,0.875,-0.8425,"U",-0.000612601760891562,2.015,-890971,NA,NA,NA,NA,NA,NA,NA,"exon,intron",53101,"NR_110938.1","",""
"1490","chr16:82826418-82828340","CDH13","chr16",82826418,82828340,1923,"*",6.38558017407893e-05,0.000702592702314946,4.98537417446904e-07,2.26061695615706,0.0325,0.875,-0.8425,"U",-0.000612601760891562,2.015,199453,189.969056090853,-26.1701845810063,3.16443147401636,2.69441907307616e-17,1.94867340704412e-15,"protein_coding","cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]","exon,intron",53101,"NR_110938.1","",""
"1491","chr14:45511228-45513078","MIS18BP1","chr14",45511228,45513078,1851,"*",4.46377703062174e-05,0.000702562877313627,4.96146625130737e-07,2.26049083551235,0.035,0.8875,-0.8525,"U",-0.000613618445541361,2.25125,-257688,1188.01086450319,-0.630307693522284,0.360585561466616,0.0113399538870455,0.0441641224238518,"protein_coding","MIS18 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20190]","intron",1979,"XR_007064138.1","",""
"1492","chr12:58868115-58869824","LRIG3","chr12",58868115,58869824,1710,"*",5.21207582712506e-05,0.000702562604199204,4.98709677617281e-07,2.26048968059649,0.0375,0.945,-0.9075,"U",-0.000611699299515424,3.0825,50680,357.70789249325,-9.02210016476739,0.469475674597704,4.48155294038983e-84,1.17222486410797e-80,"protein_coding","leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]","",49682,"NM_001136051.3","",""
"1493","chr6:130580732-130582707","SMLR1","chr6",130580732,130582707,1976,"*",-1.09374472941755e-05,0.000702484698689787,4.97401250544186e-07,2.26016024245265,0,0.8375,-0.8375,"U",-0.000614586271537656,3.24625,-244699,NA,NA,NA,NA,NA,NA,NA,"",140753,"XR_942990.2","","enhD"
"1494","chr6:130580732-130582707","SAMD3","chr6",130580732,130582707,1976,"*",-1.09374472941755e-05,0.000702484698689787,4.97401250544186e-07,2.26016024245265,0,0.8375,-0.8375,"U",-0.000614586271537656,3.24625,-215307,13.0023825463118,-5.39129313264105,2.08789689561121,9.71706797446782e-05,0.000850290854704756,"protein_coding","sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21574]","",140753,"XR_942990.2","","enhD"
"1495","chr1:186170389-186172313","PRG4","chr1",186170389,186172313,1925,"*",3.54247577303282e-05,0.000701709984864512,4.99141161430009e-07,2.25688421888883,0.0325,0.91,-0.8775,"U",-0.000608935586471659,3.93875,-123966,NA,NA,NA,NA,NA,NA,NA,"exon,intron",13436,"XR_007066772.1","",""
"1496","chr1:186170389-186172313","HMCN1","chr1",186170389,186172313,1925,"*",3.54247577303282e-05,0.000701709984864512,4.99141161430009e-07,2.25688421888883,0.0325,0.91,-0.8775,"U",-0.000608935586471659,3.93875,435998,868.803230720584,-10.495105403493,0.647943179513828,2.55734320597725e-62,3.087303405739e-59,"protein_coding","hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]","exon,intron",13436,"XR_007066772.1","",""
"1497","chr4:21908550-21910355","KCNIP4","chr4",21908550,21910355,1806,"*",8.25317293073409e-05,0.000701383206651963,4.94340205307818e-07,2.25550237556872,0.0425,0.8775,-0.835,"U",-0.000612482716889998,3.15875,38417,97.4116335989845,3.10150165281105,0.775493987269977,4.23720685543895e-06,5.38887555828678e-05,"protein_coding","potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]","intron",38418,"NM_147182.4","",""
"1498","chr1:185823248-185825172","PRG4","chr1",185823248,185825172,1925,"*",-1.51397748277901e-05,0.000701253385407912,4.98874216043406e-07,2.25495340194682,0,0.85,-0.85,"U",-0.000610109458263691,3.70375,-471107,NA,NA,NA,NA,NA,NA,NA,"intron",88859,"NM_031935.3","",""
"1499","chr1:185823248-185825172","HMCN1","chr1",185823248,185825172,1925,"*",-1.51397748277901e-05,0.000701253385407912,4.98874216043406e-07,2.25495340194682,0,0.85,-0.85,"U",-0.000610109458263691,3.70375,88857,868.803230720584,-10.495105403493,0.647943179513828,2.55734320597725e-62,3.087303405739e-59,"protein_coding","hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]","intron",88859,"NM_031935.3","",""
"1500","chr15:44426174-44426384","CTDSPL2","chr15",44426174,44426384,211,"*",6.01034848503382e-05,0.000700415205432897,4.98716381750333e-07,2.25140899979562,0.0525,0.855,-0.8025,"U",-0.000608963989459988,4.04,-1238,2759.93460156464,-0.765347856498166,0.359386045502778,0.00253926824317467,0.0133059351613968,"protein_coding","CTD small phosphatase like 2 [Source:HGNC Symbol;Acc:HGNC:26936]","exon,intron",-1245,"XM_047432654.1","shores","enhP"
"1501","chr6:142030236-142031600","GJE1","chr6",142030236,142031600,1365,"*",7.85236877941009e-05,0.000700156883556563,4.95705492916571e-07,2.25031663700783,0.07,0.9125,-0.8425,"U",-0.000609922418795576,2.4025,-101325,NA,NA,NA,NA,NA,NA,NA,"prom,exon",0,"XR_943079.3","","enhD"
"1502","chr16:88458368-88458814","ZC3H18","chr16",88458368,88458814,447,"*",8.54830305587884e-06,0.000700029321978336,5.07992176781343e-07,2.24977721880916,0.0775,0.8325,-0.755,"U",-0.000607647085972485,2.435,-111589,2936.7081508189,0.463074856006618,0.145158302609311,0.000550386453648817,0.00371756617325782,"protein_coding","zinc finger CCCH-type containing 18 [Source:HGNC Symbol;Acc:HGNC:25091]","intron",5090,"NM_153813.3","",""
"1503","chr16:88458368-88458814","ZFPM1","chr16",88458368,88458814,447,"*",8.54830305587884e-06,0.000700029321978336,5.07992176781343e-07,2.24977721880916,0.0775,0.8325,-0.755,"U",-0.000607647085972485,2.435,5088,1563.96549264876,2.85439521148877,0.306045452812967,1.57893891120426e-21,1.75743739520849e-19,"protein_coding","zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]","intron",5090,"NM_153813.3","",""
"1504","chr12:58143847-58145665","CTDSP2","chr12",58143847,58145665,1819,"*",4.58125305032306e-05,0.000700017808487644,4.92947435912124e-07,2.24972853184169,0.0375,0.94,-0.9025,"U",-0.000609464908391566,3.40375,-297118,NA,NA,NA,NA,NA,NA,NA,"",32330,"XR_945004.3","","enhD"
"1505","chr12:58143847-58145665","LRIG3","chr12",58143847,58145665,1819,"*",4.58125305032306e-05,0.000700017808487644,4.92947435912124e-07,2.24972853184169,0.0375,0.94,-0.9025,"U",-0.000609464908391566,3.40375,774839,357.70789249325,-9.02210016476739,0.469475674597704,4.48155294038983e-84,1.17222486410797e-80,"protein_coding","leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]","",32330,"XR_945004.3","","enhD"
"1506","chr2:33031688-33032436","RASGRP3","chr2",33031688,33032436,749,"*",5.7939103040106e-05,0.000699852249095951,4.94329153727317e-07,2.24902843272031,0.27,0.935,-0.665,"U",-0.000609841746425436,21.19125,-403888,55.6453822584005,-4.52285801811668,1.10774148443078,2.03698088212444e-06,2.7859152909857e-05,"protein_coding","RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]","intron",84737,"XM_011532853.3","",""
"1507","chr2:33031688-33032436","LTBP1","chr2",33031688,33032436,749,"*",5.7939103040106e-05,0.000699852249095951,4.94329153727317e-07,2.24902843272031,0.27,0.935,-0.665,"U",-0.000609841746425436,21.19125,84735,2615.38000313489,-5.58194152363727,0.67405151822762,9.16276019787433e-18,6.93013776122601e-16,"protein_coding","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]","intron",84737,"XM_011532853.3","",""
"1508","chr1:180594707-180595401","ACBD6","chr1",180594707,180595401,695,"*",1.65918499562693e-05,0.000699484891235695,4.95936723347787e-07,2.24747499070432,0.0325,0.74,-0.7075,"U",-0.000607788356035863,3.82375,-91753,NA,NA,NA,NA,NA,NA,NA,"",33191,"NR_185874.1","","enhD"
"1509","chr1:180594707-180595401","XPR1","chr1",180594707,180595401,695,"*",1.65918499562693e-05,0.000699484891235695,4.95936723347787e-07,2.24747499070432,0.0325,0.74,-0.7075,"U",-0.000607788356035863,3.82375,-36621,6064.61088002531,1.613799432262,0.22799243890232,9.85736411726704e-14,4.61107220436331e-12,"protein_coding","xenotropic and polytropic retrovirus receptor 1 [Source:HGNC Symbol;Acc:HGNC:12827]","",33191,"NR_185874.1","","enhD"
"1510","chr8:118482454-118484169","SAMD12","chr8",118482454,118484169,1716,"*",4.68947826472413e-05,0.000699191145142975,4.94169529432823e-07,2.24623282993458,0.0225,0.89,-0.8675,"U",-0.000610369674393457,3.98125,137943,48.3025331184891,-4.94415121242742,0.534954873249428,1.76598176111735e-21,1.95867970028097e-19,"protein_coding","sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750]","intron",96725,"NR_109794.3","","CTCF"
"1511","chr8:118482454-118484169","EXT1","chr8",118482454,118484169,1716,"*",4.68947826472413e-05,0.000699191145142975,4.94169529432823e-07,2.24623282993458,0.0225,0.89,-0.8675,"U",-0.000610369674393457,3.98125,-370628,1451.8315433823,-1.13722028686356,0.419476293668951,0.000163153331901931,0.00133118190323312,"protein_coding","exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]","intron",96725,"NR_109794.3","","CTCF"
"1512","chr3:190616826-190618822","GMNC","chr3",190616826,190618822,1997,"*",6.06639185529666e-05,0.000699031542019627,4.92997789434943e-07,2.24555791801758,0.0475,0.925,-0.8775,"U",-0.000609628217353828,2.77375,273607,5.32399067272329,-5.59537953146007,1.0627984582624,7.7849193674694e-09,1.73793064798101e-07,"protein_coding","geminin coiled-coil domain containing [Source:HGNC Symbol;Acc:HGNC:40049]","intron",1540,"XM_017006348.3","","enhD"
"1513","chr3:190616826-190618822","IL1RAP","chr3",190616826,190618822,1997,"*",6.06639185529666e-05,0.000699031542019627,4.92997789434943e-07,2.24555791801758,0.0475,0.925,-0.8775,"U",-0.000609628217353828,2.77375,102775,97.021054263265,-5.87064514706001,0.670723762623766,1.61639022675021e-19,1.487837432177e-17,"protein_coding","interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]","intron",1540,"XM_017006348.3","","enhD"
"1514","chr12:58836089-58837222","LRIG3","chr12",58836089,58837222,1134,"*",1.77951065497138e-05,0.000698799326168201,4.96090792652248e-07,2.24457594948114,0.04,0.7875,-0.7475,"U",-0.000606661811288083,3.58875,83282,357.70789249325,-9.02210016476739,0.469475674597704,4.48155294038983e-84,1.17222486410797e-80,"protein_coding","leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]","",-54374,"NR_120452.1","",""
"1515","chr12:58836089-58837222","CTDSP2","chr12",58836089,58837222,1134,"*",1.77951065497138e-05,0.000698799326168201,4.96090792652248e-07,2.24457594948114,0.04,0.7875,-0.7475,"U",-0.000606661811288083,3.58875,-989360,NA,NA,NA,NA,NA,NA,NA,"",-54374,"NR_120452.1","",""
"1516","chr2:99601370-99601643","REV1","chr2",99601370,99601643,274,"*",4.38899115716402e-05,0.000698545568063288,4.91282738888564e-07,2.24350288546177,0.055,0.95,-0.895,"U",-0.000608251648494293,1.9725,-111335,NA,NA,NA,NA,NA,NA,NA,"exon,intron",-56407,"XR_007087155.1","","enhP,prom"
"1517","chr2:99601370-99601643","AFF3","chr2",99601370,99601643,274,"*",4.38899115716402e-05,0.000698545568063288,4.91282738888564e-07,2.24350288546177,0.055,0.95,-0.895,"U",-0.000608251648494293,1.9725,590785,1145.42388265801,-3.10555540940203,0.616181540494962,4.66379596703099e-08,8.95882667155256e-07,"protein_coding","AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]","exon,intron",-56407,"XR_007087155.1","","enhP,prom"
"1518","chr16:29855558-29856116","CDIPT","chr16",29855558,29856116,559,"*",-1.7915440109174e-05,0.000698273447348516,5.11395673939049e-07,2.24235217168242,0.085,0.88,-0.795,"U",-0.000602375779660335,3.47625,7298,NA,NA,NA,NA,NA,NA,NA,"",7111,"NM_006319.5","",""
"1519","chr16:29855558-29856116","MVP","chr16",29855558,29856116,559,"*",-1.7915440109174e-05,0.000698273447348516,5.11395673939049e-07,2.24235217168242,0.085,0.88,-0.795,"U",-0.000602375779660335,3.47625,35164,2277.01608321556,-4.02788350750141,0.654069876454057,5.01650652543996e-11,1.55899115663871e-09,"protein_coding","major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]","",7111,"NM_006319.5","",""
"1520","chr6:10382210-10382294","TFAP2A","chr6",10382210,10382294,85,"*",1.30423144211855e-05,0.000697773511583153,5.02439524892729e-07,2.2402380989832,0.06,0.875,-0.815,"U",-0.000604706215193726,14.2375,37365,241.903748957881,-7.38647929537235,0.445652846728113,7.26630559174996e-63,9.50311666307699e-60,"protein_coding","transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]","",14375,"XR_007059911.1","shores","enhD"
"1521","chr18:2087833-2089828","NDC80","chr18",2087833,2089828,1996,"*",6.46102902191327e-05,0.00069758356931324,4.91021574228776e-07,2.23943489226131,0.045,0.9525,-0.9075,"U",-0.000606736411005705,2.76,-481729,1343.43675587068,-0.667355370509524,0.34389004531037,0.00622804978511844,0.027533243190887,"protein_coding","NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]","intron",36550,"XR_935087.3","","enhD"
"1522","chr1:230270573-230271499","GALNT2","chr1",230270573,230271499,927,"*",3.14279305172893e-05,0.000697397235472276,4.92098923818069e-07,2.23864694446198,0.095,0.9175,-0.8225,"U",-0.000608809185172476,4.0525,212583,6141.54967448972,-0.614498677541056,0.165559692757024,3.58148027789722e-05,0.000354399441874647,"protein_coding","polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]","prom,intron",251,"XR_007066930.1","","enhD"
"1523","chr1:230270573-230271499","LOC124904542","chr1",230270573,230271499,927,"*",3.14279305172893e-05,0.000697397235472276,4.92098923818069e-07,2.23864694446198,0.095,0.9175,-0.8225,"U",-0.000608809185172476,4.0525,601,NA,NA,NA,NA,NA,NA,NA,"prom,intron",251,"XR_007066930.1","","enhD"
"1524","chr18:2144023-2145889","NDC80","chr18",2144023,2145889,1867,"*",6.84665774113879e-05,0.000697037000825582,4.92027664009251e-07,2.23712362429836,0.055,0.9475,-0.8925,"U",-0.000607636347095283,2.31125,-425668,1343.43675587068,-0.667355370509524,0.34389004531037,0.00622804978511844,0.027533243190887,"protein_coding","NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]","",-17647,"XR_935087.3","",""
"1525","chr12:77395915-77397812","NAV3","chr12",77395915,77397812,1898,"*",7.58688402588626e-05,0.000696934289102342,4.91771820073598e-07,2.23668928839956,0.06,0.925,-0.865,"U",-0.00060622784441421,3.0075,71274,36.1830839791267,-5.54148291538975,0.991379765268476,1.33895583073044e-09,3.3865548440747e-08,"protein_coding","neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]","",17663,"XR_007063383.1","",""
"1526","chr3:152498845-152500770","P2RY1","chr3",152498845,152500770,1926,"*",1.78804682704137e-05,0.000696802996116942,5.04700067417865e-07,2.23613409124172,0.175,0.835,-0.66,"U",-0.00060150122819808,3.4575,-334361,NA,NA,NA,NA,NA,NA,NA,"prom,exon",0,"XR_924589.3","",""
"1527","chr3:152498845-152500770","MBNL1","chr3",152498845,152500770,1926,"*",1.78804682704137e-05,0.000696802996116942,5.04700067417865e-07,2.23613409124172,0.175,0.835,-0.66,"U",-0.00060150122819808,3.4575,255017,NA,NA,NA,NA,NA,NA,NA,"prom,exon",0,"XR_924589.3","",""
"1528","chr2:226032613-226034575","RHBDD1","chr2",226032613,226034575,1963,"*",8.73186685944785e-05,0.000696496541920242,5.07658236700022e-07,2.23483819185686,0.35,0.9425,-0.5925,"U",-0.000599996863302273,2.465,-765571,506.196303972522,1.90510215808859,0.980425845094001,0.00143730331426424,0.00827781218864698,"protein_coding","rhomboid domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23081]","",-108219,"NR_046102.1","",""
"1529","chr2:226032613-226034575","NYAP2","chr2",226032613,226034575,1963,"*",8.73186685944785e-05,0.000696496541920242,5.07658236700022e-07,2.23483819185686,0.35,0.9425,-0.5925,"U",-0.000599996863302273,2.465,632903,NA,NA,NA,NA,NA,NA,NA,"",-108219,"NR_046102.1","",""
"1530","chr4:149816175-149817980","IQCM","chr4",149816175,149817980,1806,"*",-9.35112234091436e-06,0.00069647934182259,4.85745473317137e-07,2.23476545799905,0,0.8525,-0.8525,"U",-0.000613912688115247,2.91375,78253,NA,NA,NA,NA,NA,NA,NA,"prom",-333,"NM_001378186.1","",""
"1531","chr21:35240646-35242464","RUNX1","chr21",35240646,35242464,1819,"*",5.39487475301877e-05,0.000696444855731036,4.95505393058207e-07,2.23461962705494,0.1,0.92,-0.82,"U",-0.000611265519642596,3.15125,-191302,223.15115943732,-6.65426494556489,0.68994789468273,3.8771989525245e-23,5.13491648615354e-21,"protein_coding","RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]","",-13472,"XR_007067854.1","",""
"1532","chr21:35240646-35242464","CBR1","chr21",35240646,35242464,1819,"*",5.39487475301877e-05,0.000696444855731036,4.95505393058207e-07,2.23461962705494,0.1,0.92,-0.82,"U",-0.000611265519642596,3.15125,-827477,NA,NA,NA,NA,NA,NA,NA,"",-13472,"XR_007067854.1","",""
"1533","chrX:45621451-45623122","DIPK2B","chrX",45621451,45623122,1672,"*",-6.44618694461509e-06,0.000696174743987074,4.89558191944572e-07,2.23347740858766,0,0.8425,-0.8425,"U",-0.000608879109208836,1.68125,-420550,NA,NA,NA,NA,NA,NA,NA,"",-107966,"NR_102268.2","","enhD"
"1534","chrX:45621451-45623122","KRBOX4","chrX",45621451,45623122,1672,"*",-6.44618694461509e-06,0.000696174743987074,4.89558191944572e-07,2.23347740858766,0,0.8425,-0.8425,"U",-0.000608879109208836,1.68125,-824170,420.09674504711,-0.420544320862353,0.161932601371527,0.00420788864622062,0.0200621344155755,"protein_coding","KRAB box domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26007]","",-107966,"NR_102268.2","","enhD"
"1535","chr15:74956055-74956445","SCAMP5","chr15",74956055,74956445,391,"*",-2.10447881626791e-05,0.000696083370266493,4.88445850348652e-07,2.23309101757208,0.0075,0.88,-0.8725,"U",-0.000606608807143986,8.87125,-774,NA,NA,NA,NA,NA,NA,NA,"prom,exon",328,"NM_017793.3","CpGi","enhP"
"1536","chr15:74956055-74956445","RPP25","chr15",74956055,74956445,391,"*",-2.10447881626791e-05,0.000696083370266493,4.88445850348652e-07,2.23309101757208,0.0075,0.88,-0.8725,"U",-0.000606608807143986,8.87125,327,1569.47707555877,4.52860219918648,0.470940519919814,4.78525122717195e-23,6.23234296757149e-21,"protein_coding","ribonuclease P and MRP subunit p25 [Source:HGNC Symbol;Acc:HGNC:30361]","prom,exon",328,"NM_017793.3","CpGi","enhP"
"1537","chr4:22291612-22293514","KCNIP4","chr4",22291612,22293514,1903,"*",8.52524286643393e-05,0.000695915303576386,4.87603923234327e-07,2.23238031586633,0.045,0.88,-0.835,"U",-0.000606201538133452,2.0425,-342840,97.4116335989845,3.10150165281105,0.775493987269977,4.23720685543895e-06,5.38887555828678e-05,"protein_coding","potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]","",46153,"NR_037877.1","","CTCF"
"1538","chr4:22291612-22293514","ADGRA3","chr4",22291612,22293514,1903,"*",8.52524286643393e-05,0.000695915303576386,4.87603923234327e-07,2.23238031586633,0.045,0.88,-0.835,"U",-0.000606201538133452,2.0425,222552,3817.23035632214,-0.448242077422447,0.167192402010969,0.00292444343600709,0.0149450391679242,"protein_coding","adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]","",46153,"NR_037877.1","","CTCF"
"1539","chr7:103794636-103796257","SLC26A5","chr7",103794636,103796257,1622,"*",7.5787287669363e-05,0.000695613074938511,4.86547060886801e-07,2.23110228505414,0.8725,0,0.8725,"M",0.000615137401597976,3.8875,-348429,6.96501451819098,5.40381282259912,0.788616266117603,4.92483535203039e-13,2.08329827533059e-11,"protein_coding","solute carrier family 26 member 5 [Source:HGNC Symbol;Acc:HGNC:9359]","intron",193402,"NM_005045.4","","enhD"
"1540","chr7:103794636-103796257","RELN","chr7",103794636,103796257,1622,"*",7.5787287669363e-05,0.000695613074938511,4.86547060886801e-07,2.23110228505414,0.8725,0,0.8725,"M",0.000615137401597976,3.8875,193401,6057.7129195308,5.92560646365854,0.939581016054738,1.80918463822033e-11,6.06047891402987e-10,"protein_coding","reelin [Source:HGNC Symbol;Acc:HGNC:9957]","intron",193402,"NM_005045.4","","enhD"
